Question;Option1;Option2;Option3;Option4;CorrectIndex
"In a professional context, what does 'Budgetary surplus' mean?";बजट अधिशेष;बजट घाटा;बजट संतुलन;बजट अनुमान;0
"What is the technical term for 'Budgeted works'";बजट-निर्धारित निर्माण-कार्य;आकस्मिक कार्य;मरम्मत कार्य;रखरखाव कार्य;0
"Identify the correct Hindi translation for 'Budla transaction'";बदला सौदा;नकद सौदा;वायदा सौदा;हाजिर सौदा;0
"Select the correct Hindi translation for the term 'Buffer stock'";सुरक्षित भंडार;अतिरिक्त भंडार;बेकार भंडार;पुराना भंडार;0
"What is the Hindi equivalent of 'Bulge'";उभार / वृद्धि;गिरावट;कमी;संकुचन;0
"Choose the correct meaning of 'Bulk freight'";थोक माल-भाड़ा;फुटकर माल-भाड़ा;हवाई माल-भाड़ा;रेल माल-भाड़ा;0
"Select the correct Hindi translation for the term 'Bull'";1. तेजड़िया 2. भाव बढ़ाने का प्रयत्न करना;मंदड़िया;दलाल;सट्टेबाज;0
"In a professional context, what does 'Bull campaign' mean?";बाजार चढ़ाने का अभियान;बाजार गिराने का अभियान;बाजार स्थिर रखने का अभियान;बाजार बंद करने का अभियान;0
"What is the technical term for 'Bull liquidation'";तेजड़िया पटान;मंदड़िया पटान;दलाल पटान;सट्टेबाज पटान;0
"Identify the correct Hindi translation for 'Bull run'";तेजड़िया दौर;मंदड़िया दौर;स्थिर दौर;अनिश्चित दौर;0
"Select the correct Hindi translation for the term 'Bull support'";तेजड़ियों का समर्थन;मंदड़ियों का समर्थन;दलालों का समर्थन;निवेशकों का समर्थन;0
"What is the Hindi equivalent of 'Bulldozer economics'";समष्टि अर्थशास्त्र;व्यष्टि अर्थशास्त्र;विकास अर्थशास्त्र;कल्याण अर्थशास्त्र;0
"Choose the correct meaning of 'Bullet bond'";बुलेट बॉण्ड / एकबारगी भुगतान बॉण्ड;किस्तों में भुगतान बॉण्ड;परिवर्तनीय बॉण्ड;अपरिवर्तनीय बॉण्ड;0
"Select the correct Hindi translation for the term 'Bullet payment'";एकबारगी भुगतान;किस्तों में भुगतान;अग्रिम भुगतान;विलंबित भुगतान;0
"In a professional context, what does 'Bullion' mean?";बुलियन / सोना-चांदी;मुद्रा;शेयर;बॉण्ड;0
"What is the technical term for 'Bullion account'";बुलियन लेखा;नकद लेखा;बैंक लेखा;शेयर लेखा;0
"Identify the correct Hindi translation for 'Bullion exchange'";सर्राफा बाजार / बुलियन एक्सचेंज;शेयर बाजार;मुद्रा बाजार;वायदा बाजार;0
"Select the correct Hindi translation for the term 'Bullion market'";सर्राफा / बुलियन बाजार;अनाज बाजार;कपड़ा बाजार;सब्जी बाजार;0
"What is the Hindi equivalent of 'Bullish trend'";तेजी का रुख / तेजड़िया प्रवृत्ति;मंदी का रुख;स्थिर रुख;अनिश्चित रुख;0
"Choose the correct meaning of 'Bumper crop'";भरपूर फसल;खराब फसल;औसत फसल;बेकार फसल;0
"Select the correct Hindi translation for the term 'Bunching of debt services'";पिछले कर्जों की एक-साथ चुकौती;कर्जों का पुनर्निर्धारण;कर्जों की माफी;कर्जों का स्थगन;0
"In a professional context, what does 'Burgeoning level' mean?";बढ़ता हुआ स्तर;घटता हुआ स्तर;स्थिर स्तर;शून्य स्तर;0
"What is the technical term for 'Business'";1. कारोबार 2. व्यवसाय 3. कामकाज / कार्य;नौकरी;सेवा;पेशा;0
"Identify the correct Hindi translation for 'Business activity'";व्यावसायिक कार्यकलाप;सामाजिक कार्यकलाप;राजनीतिक कार्यकलाप;धार्मिक कार्यकलाप;0
"Select the correct Hindi translation for the term 'Business administration'";व्यवसाय प्रशासन;लोक प्रशासन;शैक्षिक प्रशासन;सैन्य प्रशासन;0
"What is the Hindi equivalent of 'Business association'";व्यवसाय संघ;मजदूर संघ;छात्र संघ;किसान संघ;0
"Choose the correct meaning of 'Business connections'";व्यावसायिक संबंध;व्यक्तिगत संबंध;सामाजिक संबंध;राजनीतिक संबंध;0
"Select the correct Hindi translation for the term 'Business correspondent'";कारोबार/व्यवसाय प्रतिनिधि;बैंक प्रतिनिधि;बीमा प्रतिनिधि;सरकारी प्रतिनिधि;0
"In a professional context, what does 'Business cycle' mean?";व्यवसाय चक्र;जीवन चक्र;जल चक्र;ऋतु चक्र;0
"What is the technical term for 'Business establishment'";व्यवसाय प्रतिष्ठान/ व्यावसायिक संस्था;शैक्षिक प्रतिष्ठान;धार्मिक प्रतिष्ठान;सरकारी प्रतिष्ठान;0
"Identify the correct Hindi translation for 'Business ethics'";व्यावसायिक सदाचार;व्यक्तिगत सदाचार;सामाजिक सदाचार;राजनीतिक सदाचार;0
"Select the correct Hindi translation for the term 'Business facilitator'";कारोबार/व्यवसाय सुलभकर्ता;कारोबार बाधक;कारोबार प्रबंधक;कारोबार मालिक;0
"What is the Hindi equivalent of 'Business hours'";कार्य-समय / कारोबार का समय;विश्राम समय;भोजन समय;अवकाश समय;0
"Choose the correct meaning of 'Business house'";व्यावसायिक घराना;शाही घराना;राजनीतिक घराना;सामाजिक घराना;0
"Select the correct Hindi translation for the term 'Business intelligence'";कारोबार आसूचना;सैन्य आसूचना;राजनीतिक आसूचना;सामाजिक आसूचना;0
"In a professional context, what does 'Business law' mean?";व्यवसाय विधि;अपराधिक विधि;नागरिक विधि;संवैधानिक विधि;0
"What is the technical term for 'Business modules'";कारोबारी मॉड्यूल;शिक्षण मॉड्यूल;प्रशिक्षण मॉड्यूल;सॉफ्टवेयर मॉड्यूल;0
"Identify the correct Hindi translation for 'Business of banking'";बैंकिंग व्यवसाय / बैंकिंग कारोबार;बीमा व्यवसाय;व्यापार व्यवसाय;निर्माण व्यवसाय;0
"Select the correct Hindi translation for the term 'Business practice'";व्यवसाय प्रथा;कानूनी प्रथा;धार्मिक प्रथा;सामाजिक प्रथा;0
"What is the Hindi equivalent of 'Business process outsourcing'";व्यवसाय प्रक्रिया आउटसोर्सिंग;व्यवसाय प्रक्रिया इनसोर्सिंग;व्यवसाय प्रक्रिया प्रबंधन;व्यवसाय प्रक्रिया स्वचालन;0
"Choose the correct meaning of 'Business process re-engineering'";व्यवसाय प्रक्रिया पुनर्विन्यास;व्यवसाय प्रक्रिया विलोपन;व्यवसाय प्रक्रिया निर्माण;व्यवसाय प्रक्रिया विस्तार;0
"Select the correct Hindi translation for the term 'Business proposition'";व्यावसायिक / कारोबारी प्रस्ताव;विवाह प्रस्ताव;मित्रता प्रस्ताव;शांति प्रस्ताव;0
"In a professional context, what does 'Business standing' mean?";व्यावसायिक स्थिति;सामाजिक स्थिति;राजनीतिक स्थिति;आर्थिक स्थिति;0
"What is the technical term for 'Businessman'";व्यवसायी;कर्मचारी;अधिकारी;छात्र;0
"Identify the correct Hindi translation for 'Business-to-business (B-to-B)'";व्यवसायी-से-व्यवसायी;व्यवसायी-से-उपभोक्ता;उपभोक्ता-से-व्यवसायी;उपभोक्ता-से-उपभोक्ता;0
"Select the correct Hindi translation for the term 'Business-to-consumer (B-to-C)'";व्यवसायी-से-उपभोक्ता;व्यवसायी-से-व्यवसायी;उपभोक्ता-से-व्यवसायी;उपभोक्ता-से-उपभोक्ता;0
"What is the Hindi equivalent of 'Busy season'";व्यस्त अवधि / अधिक कामकाज का समय;मंदी का समय;अवकाश का समय;छुट्टी का समय;0
"Choose the correct meaning of 'Butterfly call spread'";बटरफ्लाई / तितली / सीमित-जोखिम क्रय स्प्रेड;असीमित-जोखिम क्रय स्प्रेड;शून्य-जोखिम क्रय स्प्रेड;उच्च-जोखिम क्रय स्प्रेड;0
"Select the correct Hindi translation for the term 'Butterfly trade'";बटरफ्लाई / तितली ट्रेड;ईगल ट्रेड;बुल ट्रेड;बियर ट्रेड;0
"In a professional context, what does 'Buy' mean?";क्रय करना / खरीदना;बेचना;उधार देना;किराए पर देना;0
"What is the technical term for 'Buy a pup'";बेकार की खरीद;लाभकारी खरीद;आवश्यक खरीद;महंगी खरीद;0
"Identify the correct Hindi translation for 'Buy down agreement'";अवक्रय करार;विक्रय करार;पट्टा करार;किराया करार;0
"Select the correct Hindi translation for the term 'Buy low, sell high'";निम्न दर पर खरीद, उच्च दर पर बिक्री;उच्च दर पर खरीद, निम्न दर पर बिक्री;समान दर पर खरीद और बिक्री;बिना लाभ के खरीद और बिक्री;0
"What is the Hindi equivalent of 'Buy-and-hold strategy'";खरीद-और-धारण रणनीति;खरीद-और-बेच रणनीति;बेच-और-खरीद रणनीति;किराया-और-धारण रणनीति;0
"Choose the correct meaning of 'Buyback'";वापसी-खरीद;वापसी-बिक्री;वापसी-किराया;वापसी-पट्टा;0
"Select the correct Hindi translation for the term 'Buyer'";क्रेता / खरीदार;विक्रेता;दलाल;एजेंट;0
"In a professional context, what does 'Buyer\'s credit' mean?";क्रेता की साख पर उधार;विक्रेता की साख पर उधार;बैंक की साख पर उधार;सरकार की साख पर उधार;0
"What is the technical term for 'Buyer\'s market'";क्रेता/खरीदार बाजार;विक्रेता बाजार;संतुलित बाजार;एकाधिकार बाजार;0
"Identify the correct Hindi translation for 'Buyer\'s monopoly'";क्रेता/खरीदार का एकाधिकार;विक्रेता का एकाधिकार;सरकार का एकाधिकार;निजी एकाधिकार;0
"Select the correct Hindi translation for the term 'Buyer\'s option'";क्रेता/खरीदार का विकल्प;विक्रेता का विकल्प;दलाल का विकल्प;एजेंट का विकल्प;0
"What is the Hindi equivalent of 'Buyer\'s risk'";क्रेता जोखिम;विक्रेता जोखिम;परिवहन जोखिम;बीमा जोखिम;0
"Choose the correct meaning of 'Buyer\'s surplus'";क्रेता / खरीदार अधिशेष;विक्रेता अधिशेष;उत्पादक अधिशेष;सरकार अधिशेष;0
"Select the correct Hindi translation for the term 'Buying in'";बदला-खरीद;बदला-बिक्री;सीधी खरीद;नीलामी खरीद;0
"In a professional context, what does 'Buying on margin' mean?";मार्जिन पर खरीद;नकद पर खरीद;उधार पर खरीद;किस्तों पर खरीद;0
"What is the technical term for 'Buying power'";क्रय शक्ति / खरीद शक्ति;विक्रय शक्ति;उत्पादन शक्ति;वितरण शक्ति;0
"Identify the correct Hindi translation for 'Buying rate'";क्रय दर;विक्रय दर;विनिमय दर;ब्याज दर;0
"Select the correct Hindi translation for the term 'Buyout'";नियंत्रण हेतु खरीद;सामान्य खरीद;फुटकर खरीद;थोक खरीद;0
"What is the Hindi equivalent of 'Buy-side entity'";क्रय-पक्ष की संस्था;विक्रय-पक्ष की संस्था;मध्यस्थ संस्था;विनियामक संस्था;0
"Choose the correct meaning of 'By weight'";भार/वजन के अनुसार;संख्या के अनुसार;आकार के अनुसार;रंग के अनुसार;0
"Select the correct Hindi translation for the term 'Bye law'";उप-विधि;मुख्य विधि;संवैधानिक विधि;अंतर्राष्ट्रीय विधि;0
"In a professional context, what does 'Bye product' mean?";उप-उत्पाद / गौण उत्पाद;मुख्य उत्पाद;कच्चा माल;अपशिष्ट;0
